name,price,tracking_method,connection_type,max_dpi,hand_orientation,color,purpose,performance_score
Microsoft Optical Mouse 200 for Business,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Microsoft P58-00001,38.69,Optical,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Razer Dragon Age II DeathAdder,34.3,Optical,Wired,3500.0,Right,Black,Mid-Range Gaming,29.83
Microsoft Wireless Mobile Mouse 4000 Studio Series,99.99,Optical,Wireless,3200.0,None,Black / Pink,Portable,45.33
Logitech M110,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Kensington 64325,99.99,Trackball,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
HP EY703AA,14.99,Optical,Wired,400.0,None,Black,Office/Budget,24.67
Targus AMU81USZ,6.97,Optical,Wired,1000.0,None,Black,Office/Budget,25.67
Cherry M5400,20.56,Optical,Wired,800.0,Both,Gray,Office/Budget,25.33
Cyber Snipa CSLM01,34.87,Laser,Wired,2400.0,Right,Black,Mid-Range Gaming,28.0
Adesso GP-160UB,50.93,Touchpad,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Microsoft 4YH-00006,19.95,Optical,Wired,800.0,Both,White,Office/Budget,25.33
ROCCAT Kova+,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Chester Creek Technologies CTMO,16.55,Optical,Wired,800.0,Both,Black / Green,Office/Budget,25.33
Cyborg M.M.O.7,53.96,Laser,Wired,6400.0,Both,White,Mid-Range Gaming,34.67
Dell 468-7409 Mouse,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Rosewill RM-P2U,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Gigabyte GM-KRYPTON,100.58,Laser,Wired,8200.0,Both,Black,Mid-Range Gaming,37.67
A4Tech OP-620,59.23,Laser,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Cooler Master CM Storm Sentinel Advance II,100.38,Laser,Wired,8200.0,Right,Gray,Mid-Range Gaming,37.67
SteelSeries Diablo III,65.33,Laser,Wired,5700.0,Both,Black,Mid-Range Gaming,33.5
SteelSeries Ikari,40.72,Optical,Wired,3200.0,Right,Gray / Black,Mid-Range Gaming,29.33
SteelSeries 62040,13.45,Optical,Wired,3200.0,Both,White / Black,Office/Budget,29.33
SteelSeries 62024,60.24,Optical,Wired,3200.0,None,Orange / Black,Mid-Range Gaming,29.33
SteelSeries 62025,11.0,Optical,Wired,3200.0,Both,Red / Black,Office/Budget,29.33
Microsoft PL2 Wedge Touch Mouse,59.5,Touchpad,Bluetooth Wireless,3200.0,Both,Black / Silver,Portable,45.33
Cooler Master Recon,41.47,Optical,Wired,4000.0,Both,Black,Mid-Range Gaming,30.67
Logitech T400,184.76,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Gear Head MP2425PUR,23.18,Optical,Wireless,1000.0,Both,Black / Purple,Office/Budget,41.67
Logitech 910-002708,36.39,Laser,Bluetooth Wireless,1000.0,Both,Black,Portable,41.67
A4Tech G10-770H,28.42,Optical,Wireless,2000.0,Right,Black,Office/Budget,43.33
Kensington K72421AM,32.88,Optical,Wireless,3200.0,Right,Blue,Portable,45.33
Mionix NAOS 8200,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Corsair Raptor M4,66.12,Laser,Wired,6000.0,Right,Black,Mid-Range Gaming,34.0
Mad Catz M.M.O. 7,79.08,Laser,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
AZIO Levetron,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Razer RZ01-00770100-R3A1,125.64,Laser,Wireless,8200.0,Both,Black / Green,Portable,53.67
Razer Orochi 2013,80.92,Laser,Bluetooth Wireless,6400.0,Both,Black,Portable,50.67
Gigabyte GM-FORCE M7 THOR,66.12,Laser,Wired,6000.0,Right,Black,Mid-Range Gaming,34.0
Cobra Mazer,47.96,Optical,Wired,2500.0,Right,Black / Blue,Mid-Range Gaming,28.17
Cobra Eagle Hunter,22.1,Optical,Wired,2400.0,Both,Black,Office/Budget,28.0
Dell WM311,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Kensington 72327,80.0,Trackball,Wired,3200.0,Both,Black / Red,Mid-Range Gaming,29.33
Microsoft Comfort Mouse 6000,35.03,Optical,Wired,1000.0,Right,Black,Mid-Range Gaming,25.67
ROCCAT Kone XTD,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
Samsung AA-SM7PCPB/US,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
SteelSeries Kinzu V2 Blue,11.41,Optical,Wired,3200.0,Both,Blue / Black,Office/Budget,29.33
HP H4B81AA,19.99,Laser,Wired,1000.0,Both,Black,Office/Budget,25.67
ROCCAT Kone Pure Optical,58.94,Optical,Wired,4000.0,Right,Black / Red,Mid-Range Gaming,30.67
Logitech 910-002757,63.0,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Thermaltake eSPORTS Theron Yellow,72.75,Laser,Wired,5600.0,Right,Yellow,Mid-Range Gaming,33.33
HP X3000,16.04,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
Microsoft D58-00041,67.98,Optical,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Cobra E-Blue Mazer,66.89,Laser,Wireless,2500.0,Right,Black / Blue,Portable,44.17
Cobra AULA Ghost Shark Gaming Mouse,31.8,Optical,Wired,2000.0,Right,Black / Blue,Mid-Range Gaming,27.33
Ergoguys 0090-0030,95.0,Optical,Wired,400.0,Right,White,Mid-Range Gaming,24.67
Logitech T631,90.92,Laser,Bluetooth Wireless,3200.0,Both,White,Portable,45.33
Mionix NAOS 7000,41.91,Optical,Wired,7000.0,Right,Black / Blue,Mid-Range Gaming,35.67
Thermaltake Level 10 M,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
Adesso iMouse E1,27.99,Optical,Wired,1600.0,Right,Black / Blue,Office/Budget,26.67
Cobra Cobra Type-M,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
Cobra Mazer Type-L,34.3,Optical,Wired,3500.0,Right,Black,Mid-Range Gaming,29.83
Microsoft U7Z-00041,12.99,Laser,Wireless,3200.0,Both,Purple,Office/Budget,45.33
Microsoft U7Z-00031,12.56,Optical,Wireless,3200.0,Both,Red,Office/Budget,45.33
Logitech 910-004021,14.95,Laser,Wireless,3200.0,Both,Black,Office/Budget,45.33
HP QY778AA,15.82,Laser,Wired,1000.0,Both,Black,Office/Budget,25.67
MSI DS200,41.65,Laser,Wired,16400.0,Right,Black / Red,Mid-Range Gaming,51.33
Cooler Master Mizar,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Gigabyte M6880,36.0,Laser,Wired,1600.0,Right,Black,Mid-Range Gaming,26.67
Evoluent VerticalMouse 4 Right,109.95,Laser,Bluetooth Wireless,3200.0,Right,White,Portable,45.33
Razer Naga Epic Chroma,165.56,Laser,Wireless,8200.0,Right,Multicolor,Portable,53.67
Azza Diablo,19.58,Optical,Wired,2400.0,Right,Black,Office/Budget,28.0
Thermaltake THERON Plus+,54.84,Laser,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
Asus STRIX CLAW,35.53,Optical,Wired,5000.0,Right,Black / Yellow,Mid-Range Gaming,32.33
Func MS-2,102.42,Optical,Wired,4000.0,Right,Black / Orange,Mid-Range Gaming,30.67
Thermaltake BLACK V2,67.85,Laser,Wired,5700.0,Right,Black / Red,Mid-Range Gaming,33.5
Thermaltake VENTUS,65.33,Laser,Wired,5700.0,Both,Black,Mid-Range Gaming,33.5
AZIO EXO1-K,34.3,Optical,Wired,3500.0,Right,Black,Mid-Range Gaming,29.83
Turtle Beach Grip 300,22.22,Optical,Wired,1750.0,Right,Black / Red,Office/Budget,26.92
Turtle Beach Grip 500,54.84,Laser,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
Kensington Pro Fit Wired Mid-Size Mouse USB,23.19,Laser,Wired,3200.0,Right,Black,Office/Budget,29.33
Etekcity Scroll 6E,56.34,Optical,Wired,4000.0,Right,Black / Blue,Mid-Range Gaming,30.67
Etekcity SCROLL S200,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Logitech M325c,28.99,Optical,Wireless,3200.0,Both,Multicolor,Office/Budget,45.33
Logitech M325 Spontaneous Pink,48.99,Optical,Wireless,1000.0,Both,Pink,Portable,41.67
Logitech M325 Moody Mint,26.5,Optical,Wireless,1000.0,Both,Green,Office/Budget,41.67
Kensington k72110us,11.99,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
TekNmotion TM-NIBM1,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
TekNmotion Nibiru M2,32.26,Optical,Wired,800.0,Right,Black,Mid-Range Gaming,25.33
A4Tech Bloody TL8 Terminator,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
Corsair SABRE RGB,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Microsoft 3600,18.92,Optical,Wireless,3200.0,Both,Red,Office/Budget,45.33
Corsair KATAR,73.99,Optical,Wired,8000.0,Both,Black / Red,Mid-Range Gaming,37.33
Microsoft Wireless Mobile Mouse 3500,21.99,Laser,Wireless,1000.0,Both,Black / Blue,Office/Budget,41.67
Microsoft 900,23.9,Laser,Wireless,3200.0,Both,Black,Office/Budget,45.33
ROCCAT Kova,34.37,Optical,Wired,7000.0,Right,White,Mid-Range Gaming,35.67
Gear Head MP2100NOR,25.36,Optical,Wireless,3200.0,Both,Orange,Office/Budget,45.33
FinalMouse Tournament Pro 2016,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Cobra CORBA JUNOR,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Das Keyboard Division Zero M50,60.2,Laser,Wired,6400.0,Both,Black / Red,Mid-Range Gaming,34.67
Zowie ZA12,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Zowie ZA13,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
MSI INTERCEPTOR DS300,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Asus Cerberus,42.58,Optical,Wired,2500.0,Both,Black / Red,Mid-Range Gaming,28.17
TeckNet Raptor Pro,56.34,Optical,Wired,4000.0,Right,Black / Blue,Mid-Range Gaming,30.67
Redragon M702 Phoenix,50.01,Optical,Wired,3200.0,Right,Black / Red,Mid-Range Gaming,29.33
Speedlink DECUS,59.92,Optical,Wired,5000.0,Right,Black / Red,Mid-Range Gaming,32.33
HP X3500,88.44,Optical,Wireless,3200.0,Both,Black / Gray,Portable,45.33
Logitech MX MASTER 2S (Blue),126.71,Laser,Wireless,4000.0,Right,Blue,Portable,46.67
Cougar Minos X2,58.2,Optical,Wired,3000.0,Right,Black,Mid-Range Gaming,29.0
Cooler Master MasterMouse MM520,87.01,Optical,Wired,12000.0,None,Black,Mid-Range Gaming,44.0
ACGAM G402,43.17,Optical,Wired,10000.0,Right,Black,Mid-Range Gaming,40.67
Redragon INQUISITOR M716,34.07,Optical,Wired,10000.0,Right,None,Mid-Range Gaming,40.67
Cougar 700M EVO RGB,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
Razer Atheris Stormtrooper,53.99,Optical,Wireless,7200.0,Right,White / Black,Portable,52.0
Mionix Avior French Fries,38.53,Optical,Wired,5000.0,Both,Yellow,Mid-Range Gaming,32.33
Mad Catz The Authentic R.A.T 4+,53.99,Optical,Wired,7200.0,Right,Black,Mid-Range Gaming,36.0
Mionix Avior Ice Cream,120.24,Optical,Wired,5000.0,Both,Blue,Mid-Range Gaming,32.33
Zowie EC2-B CS:GO,38.06,Optical,Wired,3200.0,Right,Black / Gold,Mid-Range Gaming,29.33
Logitech M325c Skate Burger,17.98,Optical,Wireless,1000.0,Both,Blue / White,Office/Budget,41.67
Patriot Viper 550,141.0,Optical,Wired,10000.0,Both,Black,Mid-Range Gaming,40.67
Logitech M325c Summer Bouquet,56.95,Optical,Wireless,1000.0,Both,White / Pink,Portable,41.67
Adesso iMouse V10,23.99,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Adesso iMouse M20R,18.92,Optical,Wireless,1600.0,Right,Red / Black,Office/Budget,42.67
Microsoft L2 Basic,32.26,Optical,Wired,800.0,Both,White / Gray,Mid-Range Gaming,25.33
Evoluent VM4SW small,109.95,Optical,Wireless,2600.0,Right,Brown / Black,Portable,44.33
Evoluent VMCRW Vertical Mouse C,93.12,Laser,Wireless,3200.0,Right,Black / Silver,Portable,45.33
Microsoft Surface Mobile,46.01,Laser,Bluetooth Wireless,3200.0,Both,Black / Silver,Portable,45.33
Trust GXT 188 Laban RGB,51.51,Optical,Wired,15000.0,Right,Black,Mid-Range Gaming,49.0
Rosewill RWM-001,14.99,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
Rosewill NEON M54,48.26,Optical,Wired,7200.0,Right,Black,Mid-Range Gaming,36.0
Rosewill NEON M56,39.7,Optical,Wired,12400.0,Right,Black,Mid-Range Gaming,44.67
V7 MU200-1N,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Toshiba U55,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Verbatim 99769 Silent Wireless Blue Led,16.8,Optical,Wireless,3200.0,Both,Black,Office/Budget,45.33
Verbatim 99781 Commuter,10.08,Optical,Wireless,3200.0,Both,Purple,Office/Budget,45.33
Verbatim 98619 Go Mini Travel Commuter,10.3,Optical,Wired,3200.0,Both,Red,Office/Budget,29.33
Verbatim 98618 Mini Travel Mouse Commuter,13.31,Optical,Wired,3200.0,Both,Pink,Office/Budget,29.33
HP Pavilion 300,47.5,Optical,Wired,5000.0,Both,Black / Green,Mid-Range Gaming,32.33
HP OMEN Reactor,41.55,Optical,Wired,16000.0,Right,Black / Red,Mid-Range Gaming,50.67
Mad Catz The Authentic R.A.T. 8+,26.69,Optical,Wired,1000.0,Right,Silver / Black,Office/Budget,25.67
Verbatim 70235,9.97,Optical,Wired,3200.0,Both,Purple / Black,Office/Budget,29.33
G-Wolves HT-M 3360 Gray,113.32,Optical,Wired,12000.0,Right,Gray,Mid-Range Gaming,44.0
G-Wolves HT-M 3360 Red,52.71,Optical,Wired,12000.0,Right,Red,Mid-Range Gaming,44.0
Microsoft ELG-00026,57.68,Laser,Bluetooth Wireless,1000.0,Both,Pink,Portable,41.67
Evoluent VMDMW VerticalMouse D Medium,114.95,Laser,Wireless,1600.0,Right,Black,Portable,42.67
Verbatim 70246,19.48,Laser,Wireless,1600.0,Right,Red / Black,Office/Budget,42.67
HP 6SP30UT#ABA,43.0,Optical,Bluetooth Wireless,3200.0,Right,Black,Portable,45.33
ROCCAT Leadr,56.86,Optical,Wireless,12000.0,Right,Black,Portable,60.0
Tempest MS-300 RGB Soldier,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
GAMDIAS ZEUS E3,70.25,Optical,Wired,3600.0,Right,Black,Mid-Range Gaming,30.0
GAMDIAS ZEUS P2,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
Logitech Graphite Signature M550 L,39.3,Optical,Bluetooth Wireless,4000.0,Both,Gray,Portable,46.67
Logitech Rose Signature M550,35.18,Optical,Bluetooth Wireless,4000.0,Both,Pink,Portable,46.67
Razer Orochi V2 Strike,72.98,Optical,Wireless,18000.0,Right,Black / Gray,Mid-Range Gaming,70.0
Zowie ZA13-C,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Lenovo 4Y50V81591,15.99,Optical,Wireless,2400.0,Right,Silver / Black,Office/Budget,44.0
Targus B580,22.99,Optical,Bluetooth Wireless,3200.0,Both,Black,Office/Budget,45.33
Microsoft Sculpt Comfort Mouse,39.95,Optical,Bluetooth Wireless,3200.0,Right,Black / Blue,Portable,45.33
Mad Catz The Authentic R.A.T. 1+,29.99,Optical,Wired,2000.0,Both,Black,Office/Budget,27.33
V7 MW100-1N,19.08,Optical,Wireless,1600.0,Both,Black,Office/Budget,42.67
Logitech M305,157.06,Optical,Wireless,1000.0,Both,Black / Blue,Portable,41.67
Microsoft D5D-00001,24.99,Optical,Wireless,3200.0,Both,Black / Gray,Office/Budget,45.33
Microsoft GMF-00030,29.99,Optical,Wireless,3200.0,Both,Black,Office/Budget,45.33
Verbatim 97470,19.5,Optical,Wireless,3200.0,None,Gray / Black,Office/Budget,45.33
A4Tech G11-570HX-1,49.42,Optical,Wireless,2000.0,Right,Black / Silver,Portable,43.33
Kensington K72423AM,32.11,Optical,Wireless,3200.0,Right,Green,Portable,45.33
Evoluent VerticalMouse 4 Right Wireless,109.95,Optical,Wireless,3200.0,Right,Black / Blue,Portable,45.33
Adesso iMouse E7,38.43,Optical,Wired,6400.0,Left,Black,Mid-Range Gaming,34.67
Microsoft RJN-00037,19.98,Optical,Bluetooth Wireless,3200.0,Both,Pink,Office/Budget,45.33
Verbatim 70242,20.94,Laser,Wireless,1600.0,Right,Silver / Black,Office/Budget,42.67
Razer Mamba Gears of War 5,79.98,Optical,"Wired, Wireless",16000.0,Right,Gray / Black,Mid-Range Gaming,66.67
Logitech M505,107.26,Laser,Wireless,3200.0,Both,Black / Red,Portable,45.33
Logitech V220,57.18,Optical,Wireless,1000.0,Both,Red / Black,Portable,41.67
Cyber Snipa CSLMSW01,15.95,Laser,Wired,1600.0,Right,Black,Office/Budget,26.67
Microsoft Wireless Mobile Mouse3500,45.14,Optical,Wireless,1000.0,Both,Pink / Black,Portable,41.67
Microsoft L2 Mobile Mouse 3500,19.98,Optical,Wireless,3200.0,Both,Blue,Office/Budget,45.33
A4Tech v7,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
A4Tech G9-600HX,34.28,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Microsoft L2 Comfort Mouse 4500,14.95,Optical,Wired,3200.0,Both,Silver / Black,Office/Budget,29.33
Zalman ZM-GM1,140.13,Laser,Wired,6000.0,Right,Black / Silver,Mid-Range Gaming,34.0
HP X4500,43.61,Laser,Wireless,3200.0,Right,Black,Portable,45.33
Logitech MX310,149.99,Optical,Wired,3200.0,Both,Black / Silver,Mid-Range Gaming,29.33
Cherry JW-T0100,38.99,Laser,Wireless,1750.0,Both,Black,Portable,42.92
Microsoft PL2 Touch Mouse,121.97,Laser,Wireless,3200.0,Both,Black,Portable,45.33
ROCCAT Kone Pure Camo Charge,35.53,Optical,Wired,5000.0,Right,Camo,Mid-Range Gaming,32.33
Microsoft L2 Sculpt Touch,51.29,Laser,Bluetooth Wireless,3200.0,Both,Black / Silver,Portable,45.33
Zalman ZM-M600R,41.47,Optical,Wired,4000.0,Both,Black,Mid-Range Gaming,30.67
Kensington K72359WW,88.05,Optical,Wireless,3200.0,Both,Black / Red,Portable,45.33
Mad Catz The Authentic R.A.T PRO S3,65.34,Optical,Wired,7200.0,Right,Black,Mid-Range Gaming,36.0
Mad Catz The Authentic R.A.T. 2+,32.68,Optical,Wired,5000.0,Both,Black,Mid-Range Gaming,32.33
Logitech M325c Bae-Bee-Blue,18.98,Optical,Wireless,1000.0,Both,Blue / White,Office/Budget,41.67
Adesso iMouse S70L,29.31,Optical,Wireless,1000.0,Both,Blue,Office/Budget,41.67
Acco Kensington K72422WW,37.28,Optical,Wireless,1600.0,Right,Red / Black,Portable,42.67
Verbatim 99767 Commuter,9.3,Optical,Wireless,3200.0,Both,Red / Black,Office/Budget,45.33
Kensington K72392USA,27.21,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Kensington K72421AMA,32.88,Optical,Wireless,1600.0,Right,Blue / Black,Portable,42.67
Cooler Master MM711 Glossy Black,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
Logitech M545,47.88,Laser,Wireless,1000.0,Right,Black,Portable,41.67
Verbatim 70240,17.95,Laser,Bluetooth Wireless,1600.0,Both,Red / Black,Office/Budget,42.67
GAMDIAS ZEUS P1,187.0,Optical,Wired,12000.0,Right,Black,Mid-Range Gaming,44.0
KLIM Aim,32.74,Optical,Wired,7000.0,Right,Black,Mid-Range Gaming,35.67
Gigabyte GM-M8000X,122.86,Laser,Wired,6000.0,None,Black,Mid-Range Gaming,34.0
Gigabyte GM-M8600,143.19,Laser,Wireless,5600.0,None,Black,Portable,49.33
Gigabyte GM-M6880,29.44,Laser,Wired,1600.0,None,Black,Office/Budget,26.67
Cooler Master CM Storm Spawn,43.25,Optical,Wired,3500.0,Right,Black / Red,Mid-Range Gaming,29.83
Razer Imperator 2012,79.08,Laser,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
Thermaltake MO-BLK002DT,52.7,Laser,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Gigabyte GM-M6800,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
Razer Spectre StarCraft II,130.43,Laser,Wired,5600.0,None,Silver,Mid-Range Gaming,33.33
Thermaltake MO-ARS003DTD,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Gigabyte GM-M6980,34.92,Laser,Wired,2000.0,Right,Black,Mid-Range Gaming,27.33
Cooler Master CM Storm Inferno,52.7,Laser,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Razer Imperator,78.62,Laser,Wired,5600.0,Right,Black,Mid-Range Gaming,33.33
Microsoft SideWinder X3,87.18,Laser,Wired,2000.0,Both,Black / Silver,Mid-Range Gaming,27.33
Microsoft B5W-00001,14.46,Laser,Wireless,3200.0,Both,Silver,Office/Budget,45.33
Gigabyte GM-ECO600,81.03,Laser,Wireless,1600.0,Right,Black,Portable,42.67
Rosewill RM-2400L,83.5,Laser,Wired,2400.0,None,Black / Silver,Mid-Range Gaming,28.0
HP GW405AA,52.34,Laser,Wired,3200.0,None,Black,Mid-Range Gaming,29.33
Logitech Anywhere,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
V7 M42N01-7N,36.47,Laser,Wireless,1200.0,Both,Black,Portable,42.0
Gigabyte GM-M7700,62.53,Laser,Wireless,1600.0,None,Black,Portable,42.67
Sony VGPBMS10/B,36.36,Laser,Bluetooth Wireless,800.0,Both,Black,Portable,41.33
Gear Head LM6000U,23.36,Laser,Wired,1600.0,Both,Black,Office/Budget,26.67
Lenovo 41U5008,36.36,Laser,Bluetooth Wireless,800.0,Both,Black,Portable,41.33
Lenovo 41U3074,27.69,Laser,Wired,2000.0,Both,Black,Office/Budget,27.33
Logitech V450 Nano,16.88,Laser,Wireless,3200.0,Both,Red,Office/Budget,45.33
Sony VGP-BMS77,113.92,Laser,Bluetooth Wireless,1600.0,Both,Black / Silver,Portable,42.67
Syba CL-MOU23013,32.04,Laser,Wireless,1600.0,Both,Black / Red,Portable,42.67
Microsoft B5W-00014,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
Kensington K72258US,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Microsoft JUD-00001,26.94,Optical,Wired,3200.0,None,Black,Office/Budget,29.33
Microsoft Basic,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Microsoft P58-00032,38.69,Optical,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Microsoft 4YH-00002,15.37,Optical,Wired,3200.0,None,White,Office/Budget,29.33
Rosewill RM-C2P,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Microsoft D1T-00002,14.69,Optical,Wired,3200.0,Both,Silver,Office/Budget,29.33
Microsoft Compact Optical Mouse for Business,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Kingwin KW-02,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Kingwin KW-06,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Gear Head MP2500PUR,57.29,Optical,Wireless,3200.0,None,Purple,Portable,45.33
Gigabyte GM-M5050S,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Gear Head MP2650BLU,46.62,Optical,Wireless,3200.0,None,Blue,Portable,45.33
Microsoft BX3-00001,25.36,Optical,Wireless,3200.0,Both,Silver / Blue,Office/Budget,45.33
Gear Head MP2950PUR,57.29,Optical,Wireless,3200.0,None,Purple,Portable,45.33
Kensington K72121,26.68,Optical,Wired,800.0,Both,White / Gray,Office/Budget,25.33
Microsoft BX3-00008,16.17,Optical,Wireless,3200.0,Both,Gray,Office/Budget,45.33
Kensington 72213,14.95,Optical,Wired,3200.0,Both,Silver,Office/Budget,29.33
Syba CL-MOU23009,25.19,Optical,Wireless,1600.0,Both,White,Office/Budget,42.67
Syba CL-MOU23008,20.08,Optical,Wireless,1600.0,Right,Black / Gray,Office/Budget,42.67
Kensington K72401US,23.58,Optical,Wireless,1000.0,Right,Black,Office/Budget,41.67
Gear Head MP2750RED,21.39,Optical,Wireless,3200.0,None,Red,Office/Budget,45.33
Kensington K72121F,117.94,Optical,Wired,3200.0,Both,Black / Silver,Mid-Range Gaming,29.33
V7 M30T10-7N,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Kingwin KW-05,19.08,Optical,Wireless,1600.0,Both,Black,Office/Budget,42.67
Microsoft U81-00009,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Toshiba PA3678U-1ETS,28.0,Optical,Wired,800.0,None,Silver / Black,Office/Budget,25.33
Gigabyte GM-M6900,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Microsoft 69J-00002,66.22,Optical,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Syba CL-MOU23001,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Microsoft B2P-00006 OEM,16.17,Optical,Wireless,3200.0,Both,Gray,Office/Budget,45.33
Syba CL-MOU23014,20.17,Optical,Bluetooth Wireless,1200.0,Both,Black,Office/Budget,42.0
Gear Head MP2350BLK,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Logitech 910-000806,48.67,Trackball,Wired,3200.0,Both,Gray,Mid-Range Gaming,29.33
Gear Head OM4500WT,55.08,Optical,Wireless,3200.0,Right,Silver,Portable,45.33
Gigabyte GM-M7580,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Syba CL-MOU23016,25.19,Optical,Wireless,1600.0,Both,White,Office/Budget,42.67
Gear Head MP2100BLU,58.9,Optical,Wireless,3200.0,Both,Black / Blue,Portable,45.33
Gear Head MPT3200RED,21.39,Optical,Wireless,3200.0,None,Red,Office/Budget,45.33
Logitech B120,13.45,Optical,Wired,800.0,None,Black,Office/Budget,25.33
Gear Head MPT3300BLK,53.87,Optical,Wireless,3200.0,None,Black,Portable,45.33
Kingwin KW-03,21.25,Optical,Wired,800.0,Both,Silver / Black,Office/Budget,25.33
Gear Head OM3700UP,60.64,Optical,Wired,3200.0,Both,Black / White,Mid-Range Gaming,29.33
Razer DeathAdder - Transformers 3 Collectors Edition - Megatron,26.75,Optical,Wired,3500.0,Right,Silver,Office/Budget,29.83
Razer Abyssus Mirror Special Edition,25.83,Optical,Wired,3500.0,None,Black,Office/Budget,29.83
Razer DeathAdder - Transformers 3 Collectors Edition - Bumblebee,26.71,Optical,Wired,3500.0,Right,Yellow,Office/Budget,29.83
Razer DeathAdder - Transformers 3 Collectors Edition - Shockwave,45.87,Optical,Wired,3500.0,Right,Purple,Mid-Range Gaming,29.83
Razer DeathAdder - Transformers 3 Collectors Edition - Optimus Prime,25.24,Optical,Wired,3500.0,Right,Red,Office/Budget,29.83
Cooler Master SGM-6001-GLLW1,72.83,Laser,Wired,5600.0,Right,Black / Gray,Mid-Range Gaming,33.33
